id,seed,type,x,y,agent_dir,path,file,step_start,step_end,event,n_maps,v_value,v_llm
000196,663,transition,4,4,0,663/transition_step_0051_0053_open_door.txt,transition_step_0051_0053_open_door.txt,51,53,open_door,3,0.9606,0
000197,663,intermediate,4,4,1,663/intermediate_step_0048_0050_open_door.txt,intermediate_step_0048_0050_open_door.txt,48,50,open_door,3,0.9415,0
000198,663,transition,6,5,1,663/transition_step_0055_0057_reach_goal.txt,transition_step_0055_0057_reach_goal.txt,55,57,reach_goal,3,1.0,0
000199,663,intermediate,6,4,0,663/intermediate_step_0053_0055_reach_goal.txt,intermediate_step_0053_0055_reach_goal.txt,53,55,reach_goal,3,0.9801,0
000200,663,off_track,4,5,0,663/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8262,0
000201,663,off_track,2,3,1,663/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.9135,0
000202,663,off_track,2,5,1,663/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9044,0
000203,130,initial,1,2,0,130/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8775,0
000204,130,worst,1,2,0,130/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8775,0
000205,130,transition,1,3,1,130/transition_step_0002_0004_find_key.txt,transition_step_0002_0004_find_key.txt,2,4,find_key,3,0.9044,0
000206,130,intermediate,1,2,0,130/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.8775,0
000207,130,transition,3,5,0,130/transition_step_0056_0058_open_door.txt,transition_step_0056_0058_open_door.txt,56,58,open_door,3,0.9606,0
000208,130,intermediate,3,5,1,130/intermediate_step_0053_0055_open_door.txt,intermediate_step_0053_0055_open_door.txt,53,55,open_door,3,0.9415,0
000209,130,transition,6,5,1,130/transition_step_0060_0062_reach_goal.txt,transition_step_0060_0062_reach_goal.txt,60,62,reach_goal,3,1.0,0
000210,130,intermediate,5,5,0,130/intermediate_step_0058_0060_reach_goal.txt,intermediate_step_0058_0060_reach_goal.txt,58,60,reach_goal,3,0.9801,0
000211,130,off_track,3,4,1,130/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8864,0
000212,130,off_track,3,3,0,130/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.9135,0
000213,130,off_track,3,1,3,130/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.8953,0
000214,661,initial,1,4,2,661/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8429,0
000215,661,worst,1,4,2,661/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8429,0
000216,661,transition,1,2,3,661/transition_step_0002_0004_find_key.txt,transition_step_0002_0004_find_key.txt,2,4,find_key,3,0.8775,0
000217,661,intermediate,1,4,3,661/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.8515,0
000218,661,transition,1,4,0,661/transition_step_0019_0021_open_door.txt,transition_step_0019_0021_open_door.txt,19,21,open_door,3,0.9321,0
000219,661,intermediate,1,4,1,661/intermediate_step_0016_0018_open_door.txt,intermediate_step_0016_0018_open_door.txt,16,18,open_door,3,0.9135,0
000220,661,transition,6,5,1,661/transition_step_0026_0028_reach_goal.txt,transition_step_0026_0028_reach_goal.txt,26,28,reach_goal,3,1.0,0
000221,661,intermediate,6,4,0,661/intermediate_step_0024_0026_reach_goal.txt,intermediate_step_0024_0026_reach_goal.txt,24,26,reach_goal,3,0.9801,0
000222,661,off_track,1,6,2,661/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8262,0
000223,661,off_track,1,6,1,661/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8775,0
000224,661,off_track,4,6,0,661/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.99,0
000225,308,initial,2,5,2,308/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8429,0
000226,308,worst,2,5,1,308/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,0.8345,0
000227,308,transition,3,2,3,308/transition_step_0008_0010_find_key.txt,transition_step_0008_0010_find_key.txt,8,10,find_key,3,0.8953,0
000228,308,intermediate,3,4,3,308/intermediate_step_0005_0007_find_key.txt,intermediate_step_0005_0007_find_key.txt,5,7,find_key,3,0.8687,0
000229,308,transition,3,1,0,308/transition_step_0068_0070_open_door.txt,transition_step_0068_0070_open_door.txt,68,70,open_door,3,0.9227,0
000230,308,intermediate,3,1,3,308/intermediate_step_0065_0067_open_door.txt,intermediate_step_0065_0067_open_door.txt,65,67,open_door,3,0.9044,0
000231,308,transition,6,5,1,308/transition_step_0079_0081_reach_goal.txt,transition_step_0079_0081_reach_goal.txt,79,81,reach_goal,3,1.0,0
000232,308,intermediate,6,3,1,308/intermediate_step_0077_0079_reach_goal.txt,intermediate_step_0077_0079_reach_goal.txt,77,79,reach_goal,3,0.9801,0
000233,308,off_track,1,6,1,308/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8179,0
000234,308,off_track,1,5,0,308/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8429,0
000235,308,off_track,2,1,3,308/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9044,0
000236,769,initial,1,2,0,769/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8262,0
000237,769,worst,1,2,0,769/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8262,0
000238,769,transition,1,3,1,769/transition_step_0002_0004_find_key.txt,transition_step_0002_0004_find_key.txt,2,4,find_key,3,0.8515,0
000239,769,intermediate,1,2,1,769/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.8345,0
000240,769,transition,3,1,0,769/transition_step_0022_0024_open_door.txt,transition_step_0022_0024_open_door.txt,22,24,open_door,3,0.9227,0
000241,769,intermediate,2,1,1,769/intermediate_step_0019_0021_open_door.txt,intermediate_step_0019_0021_open_door.txt,19,21,open_door,3,0.8953,0
000242,769,transition,6,5,1,769/transition_step_0031_0033_reach_goal.txt,transition_step_0031_0033_reach_goal.txt,31,33,reach_goal,3,1.0,0
000243,769,intermediate,6,3,1,769/intermediate_step_0029_0031_reach_goal.txt,intermediate_step_0029_0031_reach_goal.txt,29,31,reach_goal,3,0.9801,0
000244,769,off_track,1,6,1,769/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8179,0
000245,769,off_track,3,3,0,769/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8775,0
000246,769,off_track,2,1,3,769/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9044,0
000247,343,initial,1,4,0,343/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8601,0
000248,343,worst,1,4,0,343/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8601,0
000249,343,transition,1,5,1,343/transition_step_0002_0004_find_key.txt,transition_step_0002_0004_find_key.txt,2,4,find_key,3,0.8864,0
000250,343,intermediate,1,4,0,343/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.8601,0
000251,343,transition,1,4,0,343/transition_step_0196_0198_open_door.txt,transition_step_0196_0198_open_door.txt,196,198,open_door,3,0.9321,0
000252,343,intermediate,1,4,1,343/intermediate_step_0193_0195_open_door.txt,intermediate_step_0193_0195_open_door.txt,193,195,open_door,3,0.9135,0
000253,343,transition,6,5,1,343/transition_step_0207_0209_reach_goal.txt,transition_step_0207_0209_reach_goal.txt,207,209,reach_goal,3,1.0,0
000254,343,intermediate,6,4,1,343/intermediate_step_0205_0207_reach_goal.txt,intermediate_step_0205_0207_reach_goal.txt,205,207,reach_goal,3,0.99,0
000255,343,off_track,1,4,1,343/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8687,0
000256,343,off_track,1,1,3,343/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8687,0
000257,343,off_track,1,2,3,343/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.8864,0
000258,491,initial,2,3,3,491/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8864,0
000259,491,worst,2,2,3,491/worst_step_0025_find_key.txt,worst_step_0025_find_key.txt,25,25,find_key,1,0.8775,0
000260,491,transition,2,3,1,491/transition_step_0027_0029_find_key.txt,transition_step_0027_0029_find_key.txt,27,29,find_key,3,0.9135,0
000261,491,intermediate,2,2,2,491/intermediate_step_0024_0026_find_key.txt,intermediate_step_0024_0026_find_key.txt,24,26,find_key,3,0.8864,0
000262,491,transition,2,4,0,491/transition_step_0060_0062_open_door.txt,transition_step_0060_0062_open_door.txt,60,62,open_door,3,0.9415,0
000263,491,intermediate,2,4,1,491/intermediate_step_0057_0059_open_door.txt,intermediate_step_0057_0059_open_door.txt,57,59,open_door,3,0.9227,0
000264,491,transition,6,5,1,491/transition_step_0066_0068_reach_goal.txt,transition_step_0066_0068_reach_goal.txt,66,68,reach_goal,3,1.0,0
000265,491,intermediate,6,4,0,491/intermediate_step_0064_0066_reach_goal.txt,intermediate_step_0064_0066_reach_goal.txt,64,66,reach_goal,3,0.9801,0
000266,491,off_track,1,4,1,491/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.9044,0
000267,491,off_track,2,1,3,491/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8775,0
000268,491,off_track,1,6,0,491/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.8953,0
000269,413,initial,1,6,0,413/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8601,0
000270,413,worst,1,6,0,413/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8601,0
000271,413,transition,2,6,3,413/transition_step_0002_0004_find_key.txt,transition_step_0002_0004_find_key.txt,2,4,find_key,3,0.8864,0
000272,413,intermediate,2,6,0,413/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.8687,0
000273,413,transition,2,3,0,413/transition_step_0015_0017_open_door.txt,transition_step_0015_0017_open_door.txt,15,17,open_door,3,0.9321,0
000274,413,intermediate,2,3,3,413/intermediate_step_0012_0014_open_door.txt,intermediate_step_0012_0014_open_door.txt,12,14,open_door,3,0.9135,0
000275,413,transition,6,5,1,413/transition_step_0022_0024_reach_goal.txt,transition_step_0022_0024_reach_goal.txt,22,24,reach_goal,3,1.0,0
000276,413,intermediate,6,3,1,413/intermediate_step_0020_0022_reach_goal.txt,intermediate_step_0020_0022_reach_goal.txt,20,22,reach_goal,3,0.9801,0
000277,413,off_track,1,4,0,413/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8601,0
000278,413,off_track,1,3,1,413/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.9044,0
000279,413,off_track,2,4,0,413/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9044,0
000280,805,initial,2,1,3,805/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8515,0
000281,805,worst,2,1,3,805/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8515,0
000282,805,transition,2,2,2,805/transition_step_0051_0053_find_key.txt,transition_step_0051_0053_find_key.txt,51,53,find_key,3,0.8953,0
000283,805,intermediate,2,2,3,805/intermediate_step_0048_0050_find_key.txt,intermediate_step_0048_0050_find_key.txt,48,50,find_key,3,0.8775,0
000284,805,transition,2,5,0,805/transition_step_0075_0077_open_door.txt,transition_step_0075_0077_open_door.txt,75,77,open_door,3,0.951,0
000285,805,intermediate,1,5,1,805/intermediate_step_0072_0074_open_door.txt,intermediate_step_0072_0074_open_door.txt,72,74,open_door,3,0.9227,0
000286,805,transition,6,5,1,805/transition_step_0080_0082_reach_goal.txt,transition_step_0080_0082_reach_goal.txt,80,82,reach_goal,3,1.0,0
000287,805,intermediate,5,5,0,805/intermediate_step_0078_0080_reach_goal.txt,intermediate_step_0078_0080_reach_goal.txt,78,80,reach_goal,3,0.9801,0
000288,805,off_track,1,4,1,805/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8515,0
000289,805,off_track,1,3,3,805/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8864,0
000290,805,off_track,5,4,0,805/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9703,0
000291,385,initial,1,6,2,385/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8775,0
000292,385,worst,1,6,1,385/worst_step_0002_find_key.txt,worst_step_0002_find_key.txt,2,2,find_key,1,0.8687,0
000293,385,transition,4,5,3,385/transition_step_0007_0009_find_key.txt,transition_step_0007_0009_find_key.txt,7,9,find_key,3,0.9321,0
000294,385,intermediate,4,6,0,385/intermediate_step_0004_0006_find_key.txt,intermediate_step_0004_0006_find_key.txt,4,6,find_key,3,0.9044,0
000295,385,transition,4,4,0,385/transition_step_0180_0182_open_door.txt,transition_step_0180_0182_open_door.txt,180,182,open_door,3,0.9606,0
000296,385,intermediate,4,4,2,385/intermediate_step_0177_0179_open_door.txt,intermediate_step_0177_0179_open_door.txt,177,179,open_door,3,0.9321,0
000297,385,transition,6,5,1,385/transition_step_0184_0186_reach_goal.txt,transition_step_0184_0186_reach_goal.txt,184,186,reach_goal,3,1.0,0
000298,385,intermediate,6,4,0,385/intermediate_step_0182_0184_reach_goal.txt,intermediate_step_0182_0184_reach_goal.txt,182,184,reach_goal,3,0.9801,0
000299,385,off_track,1,4,2,385/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,0.8953,0
000300,385,off_track,1,6,2,385/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8864,0
000301,385,off_track,3,3,2,385/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9227,0
000302,191,initial,1,1,3,191/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8262,0
000303,191,worst,1,1,3,191/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8262,0
000304,191,transition,1,2,1,191/transition_step_0003_0005_find_key.txt,transition_step_0003_0005_find_key.txt,3,5,find_key,3,0.8601,0
000305,191,intermediate,1,1,1,191/intermediate_step_0000_0002_find_key.txt,intermediate_step_0000_0002_find_key.txt,0,2,find_key,3,0.8429,0
000306,191,transition,1,1,0,191/transition_step_0044_0046_open_door.txt,transition_step_0044_0046_open_door.txt,44,46,open_door,3,0.9044,0
000307,191,intermediate,1,1,3,191/intermediate_step_0041_0043_open_door.txt,intermediate_step_0041_0043_open_door.txt,41,43,open_door,3,0.8864,0
000308,191,transition,6,5,1,191/transition_step_0054_0056_reach_goal.txt,transition_step_0054_0056_reach_goal.txt,54,56,reach_goal,3,1.0,0
000309,191,intermediate,6,3,1,191/intermediate_step_0052_0054_reach_goal.txt,intermediate_step_0052_0054_reach_goal.txt,52,54,reach_goal,3,0.9801,0
000310,191,off_track,4,3,1,191/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.951,0
000311,955,initial,1,2,2,955/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8429,0
000312,955,worst,1,2,2,955/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8429,0
000313,955,transition,1,2,1,955/transition_step_0035_0037_find_key.txt,transition_step_0035_0037_find_key.txt,35,37,find_key,3,0.8601,0
000314,955,intermediate,1,2,2,955/intermediate_step_0032_0034_find_key.txt,intermediate_step_0032_0034_find_key.txt,32,34,find_key,3,0.8429,0
000315,955,transition,1,1,0,955/transition_step_0087_0089_open_door.txt,transition_step_0087_0089_open_door.txt,87,89,open_door,3,0.9044,0
000316,955,intermediate,1,1,2,955/intermediate_step_0084_0086_open_door.txt,intermediate_step_0084_0086_open_door.txt,84,86,open_door,3,0.8775,0
000317,955,transition,6,5,1,955/transition_step_0099_0101_reach_goal.txt,transition_step_0099_0101_reach_goal.txt,99,101,reach_goal,3,1.0,0
000318,955,intermediate,6,3,1,955/intermediate_step_0097_0099_reach_goal.txt,intermediate_step_0097_0099_reach_goal.txt,97,99,reach_goal,3,0.9801,0
000319,955,off_track,3,6,2,955/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9606,0
